video_id,label,dataset,method,split,n_crops
ff-c23__Deepfakes__051_332,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__011_805,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__159_175,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__187_234,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__778_798,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__238_282,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__054_071,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__818_820,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__423_421,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__216_164,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__424_408,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__816_649,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__585_599,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__218_239,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__837_890,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__183_253,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__151_225,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__267_286,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__520_542,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__308_388,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__991_064,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__773_652,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__978_975,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__077_100,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__177_211,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__010_005,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__844_797,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__412_274,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__946_049,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__626_562,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__117_217,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__712_716,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__335_277,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__640_638,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__642_635,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__115_939,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__718_972,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__880_135,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__301_262,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__511_472,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__802_885,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__554_572,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__276_185,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__458_722,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__971_564,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__409_382,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__699_734,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__043_110,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__263_284,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__476_400,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__172_582,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__146_256,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__798_778,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__985_981,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__895_915,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__449_451,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__046_904,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__097_033,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__061_080,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__121_093,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__433_498,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__877_886,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__430_459,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__195_442,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__355_748,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__342_416,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__690_689,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__064_991,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__693_698,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__387_311,1,ff-c23,Deepfakes,val,8
ff-c23__Deepfakes__380_358,1,ff-c23,Deepfakes,holdout,8
ff-c23__Deepfakes__386_154,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__060_088,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__052_108,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__099_295,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__410_411,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__830_828,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__333_377,1,ff-c23,Deepfakes,train,8
ff-c23__Deepfakes__901_902,1,ff-c23,Deepfakes,test,8
ff-c23__Deepfakes__025_067,1,ff-c23,Deepfakes,train,8
ff-c23__DeepFakeDetection__02_09__kitchen_pan__9TDCEK1Q,1,ff-c23,DeepFakeDetection,train,7
ff-c23__DeepFakeDetection__24_10__walking_down_street_outside_angry__356HPS7R,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__26_12__walking_down_street_outside_angry__OVOQACG8,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__15_06__exit_phone_room__E98QYYXO,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__26_25__outside_talking_still_laughing__7ZRKCFMS,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__15_03__podium_speech_happy__Y11NT1YX,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_26__walking_down_street_outside_angry__FGNGC2GT,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__walk_down_hall_angry__59PN7WZ2,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__20_14__talking_angry_couch__R7SPX6OK,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__21_09__talking_against_wall__LBQF8ZN1,1,ff-c23,DeepFakeDetection,val,8
ff-c23__DeepFakeDetection__20_14__podium_speech_happy__B014BKVO,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_04__outside_talking_still_laughing__XRK7FGZX,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__25_12__secret_conversation__MA71PDNV,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_04__talking_angry_couch__0XUW13RW,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__25_26__podium_speech_happy__PQ41U3IJ,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_25__walk_down_hall_angry__DW2L6D2V,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_09__walk_down_hall_angry__N9CWME71,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__secret_conversation__59PN7WZ2,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__23_19__walking_down_indoor_hall_disgust__H4SUVFTL,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_03__podium_speech_happy__6PHZRQ4H,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__23_19__secret_conversation__H4SUVFTL,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_11__secret_conversation__JJ1YREUN,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__21_01__kitchen_pan__03X7CELV,1,ff-c23,DeepFakeDetection,val,8
ff-c23__DeepFakeDetection__06_18__outside_talking_pan_laughing__DEA1TCLN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_12__walking_down_indoor_hall_disgust__RK17XFJ9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_03__talking_against_wall__JZUXXFRB,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_23__kitchen_still__YR5OVD4S,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__outside_talking_pan_laughing__59PN7WZ2,1,ff-c23,DeepFakeDetection,test,7
ff-c23__DeepFakeDetection__15_01__kitchen_still__02HILKYO,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_06__outside_talking_pan_laughing__0VR4Y891,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_21__outside_talking_still_laughing__J54W3PV1,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__25_21__talking_against_wall__NFBISHIN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_07__kitchen_pan__N9CWME71,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_27__walking_outside_cafe_disgusted__A1OSUJE9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_02__walk_down_hall_angry__YVGY8LOK,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__outside_talking_pan_laughing__LVZNRK9S,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_06__walking_down_street_outside_angry__YDX3GHFS,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__secret_conversation__NPZW2Z9L,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_06__talking_angry_couch__MKZTXQ2T,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__27_13__kitchen_still__A1OSUJE9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_04__kitchen_pan__46TJ9IOJ,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_15__talking_angry_couch__I8G2LWD1,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_14__outside_talking_pan_laughing__Z7EWFA0P,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__23_10__outside_talking_pan_laughing__ZHJO34DY,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__16_05__walking_outside_cafe_disgusted__053HPS1G,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_13__talking_angry_couch__KMQ3AW6A,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_13__secret_conversation__CP5HFV3K,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_09__kitchen_still__3VP8836C,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__14_01__talking_angry_couch__0S0NS5C6,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_01__walking_and_outside_surprised__01YF7VQM,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__22_10__walk_down_hall_angry__FY7YI0AJ,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__04_01__outside_talking_still_laughing__6I623VU9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_03__kitchen_still__Q9NSXM88,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_01__outside_talking_still_laughing__01YF7VQM,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_26__walking_outside_cafe_disgusted__SU8J9CBG,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__11_01__secret_conversation__WIZ7GKOD,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_03__talking_angry_couch__RCETIXYL,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_26__talking_angry_couch__01OJA93K,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_09__podium_speech_happy__9TDCEK1Q,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__26_18__kitchen_pan__C9VUQS9O,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__05_08__talking_against_wall__PRBCE28Z,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_18__secret_conversation__B95S4G6F,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_11__meeting_serious__NZJ1YEWE,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_12__secret_conversation__6G44TDN4,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_13__hugging_happy__C50CSOEX,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__23_24__kitchen_pan__YR5OVD4S,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__27_18__kitchen_still__NYHE8D0J,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_06__hugging_happy__2XWC5JED,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_12__hugging_happy__N0SRODQD,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_15__kitchen_still__V5VHLCOW,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__14_20__podium_speech_happy__R7SPX6OK,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__26_25__talking_against_wall__PQ41U3IJ,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__18_06__outside_talking_pan_laughing__DEA1TCLN,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__27_01__hugging_happy__ZYCZ30C0,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_18__outside_talking_still_laughing__6SB2BR0A,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_02__kitchen_still__SB6PMCO0,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_06__secret_conversation__8U9ULZDT,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_20__walk_down_hall_angry__FW94AIMJ,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__11_06__outside_talking_still_laughing__C8C4FW99,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_15__kitchen_pan__AIOM1U5V,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__05_16__kitchen_still__053HPS1G,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__22_24__walking_down_street_outside_angry__7E3GY85F,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__21_07__talking_angry_couch__MKU99DVX,1,ff-c23,DeepFakeDetection,val,8
ff-c23__DeepFakeDetection__02_15__secret_conversation__MZWH8ATN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_20__hugging_happy__B014BKVO,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_11__talking_against_wall__9229VVZ3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__22_24__kitchen_pan__XL557XC6,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__26_12__outside_talking_still_laughing__FWFQ5YB8,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__15_14__exit_phone_room__OMLZILK3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_11__walking_outside_cafe_disgusted__FAFWDR4W,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_12__outside_talking_still_laughing__RK17XFJ9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__27_26__outside_talking_still_laughing__IE9N0ZI9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_01__podium_speech_happy__JZUXXFRB,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_03__exit_phone_room__GBYWJW06,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_02__talking_against_wall__HTG660F8,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_26__outside_talking_still_laughing__UMEX6HWU,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__14_26__podium_speech_happy__ILLP29ZH,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_07__outside_talking_pan_laughing__KAG65PEE,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_13__walking_and_outside_surprised__DJ7MF331,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__16_05__walking_down_street_outside_angry__BY646B4R,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_03__walking_outside_cafe_disgusted__F0YYEA5W,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_02__walking_down_street_outside_angry__6KUOFMZW,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__08_28__kitchen_pan__LVT0XNQG,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_13__secret_conversation__PLNVLO74,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__talking_angry_couch__W1DEM0XM,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__04_06__kitchen_still__ZK95PQDE,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__06_02__podium_speech_happy__N8OSN8P6,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_27__walk_down_hall_angry__IL675GCI,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_13__meeting_serious__CP5HFV3K,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_03__hugging_happy__ISF9SP4G,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_03__kitchen_still__22UBC0BS,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__10_19__walking_down_street_outside_angry__IDX76N5R,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__12_26__talking_angry_couch__LI63E4TS,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__28_05__walking_outside_cafe_disgusted__U9LRLJ6N,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__26_13__outside_talking_pan_laughing__WK3NZ3UV,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__11_21__kitchen_pan__T7DK03O1,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_18__outside_talking_pan_laughing__3VP8836C,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_06__outside_talking_still_laughing__NMGYPBXE,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_09__walking_down_indoor_hall_disgust__6TEK3ZX0,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__kitchen_still__GNHYZ84G,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__18_14__podium_speech_happy__0YRBHIKG,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__16_05__kitchen_still__053HPS1G,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_13__podium_speech_happy__N8IGC93J,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_18__walking_down_street_outside_angry__3VP8836C,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_18__kitchen_pan__22UBC0BS,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_02__kitchen_still__B95S4G6F,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__18_15__kitchen_pan__V5VHLCOW,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__02_06__exit_phone_room__HZAXM70B,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_07__secret_conversation__0IYV5DQ5,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_26__walk_down_hall_angry__WBSXBL82,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__01_11__meeting_serious__FCNL2OVP,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_27__walking_and_outside_surprised__KWGI1LSZ,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__06_12__outside_talking_pan_laughing__3K21NFNM,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__04_01__walk_down_hall_angry__GBC7ZGDP,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__06_15__walking_down_indoor_hall_disgust__QRCD27P8,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_13__walking_and_outside_surprised__CP5HFV3K,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_07__walking_outside_cafe_disgusted__CDSNLDQ8,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__06_25__outside_talking_pan_laughing__MI9BDQ7M,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_03__talking_angry_couch__61SVZ2J7,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_12__walk_down_hall_angry__Q442U52P,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__walking_down_street_outside_angry__QD5K7BP2,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_23__outside_talking_still_laughing__YR5OVD4S,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__12_21__kitchen_pan__ME7E3R1D,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_15__outside_talking_pan_laughing__I8G2LWD1,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__19_24__walk_down_hall_angry__RKQTC50P,1,ff-c23,DeepFakeDetection,test,8
ff-c23__DeepFakeDetection__07_09__secret_conversation__N9CWME71,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__kitchen_pan__QD5K7BP2,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_25__walk_down_hall_angry__PAE9HCA8,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__27_25__walk_down_hall_angry__1KU29EUL,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__08_16__talking_against_wall__8Q7JCS95,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_25__outside_talking_pan_laughing__AUC0HY5T,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__03_13__exit_phone_room__GBYWJW06,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__22_19__walk_down_hall_angry__VK6BF5NV,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__21_09__walking_outside_cafe_disgusted__J7SQKGUR,1,ff-c23,DeepFakeDetection,val,8
ff-c23__DeepFakeDetection__21_11__walking_down_street_outside_angry__USLHUQDI,1,ff-c23,DeepFakeDetection,val,8
ff-c23__DeepFakeDetection__12_15__walking_and_outside_surprised__N0SRODQD,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__15_06__walking_down_indoor_hall_disgust__QRCD27P8,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_13__exit_phone_room__YP7MGDQ6,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__02_15__podium_speech_happy__MZWH8ATN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__exit_phone_room__QD5K7BP2,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_11__exit_phone_room__P08VGHTA,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_21__walking_down_street_outside_angry__ZCB5OMEW,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_07__kitchen_pan__WPT3Z2KN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__13_20__kitchen_still__NJEO6L5O,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_26__kitchen_still__ILLP29ZH,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_15__outside_talking_pan_laughing__99NHTFBM,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__06_15__outside_talking_still_laughing__E98QYYXO,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_06__meeting_serious__83ABVHC3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__05_17__hugging_happy__YTJYYDO9,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_07__walking_outside_cafe_disgusted__PWXXULHR,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__28_05__kitchen_pan__W3J028UG,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__07_06__walking_down_street_outside_angry__NMGYPBXE,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__14_15__walking_down_street_outside_angry__OMLZILK3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__09_25__walking_down_street_outside_angry__5041ODBN,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_12__outside_talking_still_laughing__0VN0A2T3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__03_06__podium_speech_happy__83ABVHC3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__24_19__talking_against_wall__QD5K7BP2,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__07_12__outside_talking_pan_laughing__0VN0A2T3,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__18_27__outside_talking_still_laughing__G7OOOUCX,1,ff-c23,DeepFakeDetection,holdout,8
ff-c23__DeepFakeDetection__20_25__talking_against_wall__AMY6M1KL,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__20_03__walk_down_hall_angry__61SVZ2J7,1,ff-c23,DeepFakeDetection,train,8
ff-c23__DeepFakeDetection__22_10__exit_phone_room__8YQ2EUQP,1,ff-c23,DeepFakeDetection,train,8
